날짜,종가,시가,고가,저가,거래량,변동 %,기업명
2024-11-15,9.508228586238175,9.524426590644033,9.550343397693403,9.36244654658546,14920000.0,-1.97,파나소닉
2024-11-15,266.20171057918606,289.16250502267377,289.52126743585325,266.20171057918606,999600.0,-12.09,LG 에너지 솔루션
2024-11-14,300.4093255027585,300.0533902829685,301.1211959423385,288.30752802989855,455170.0,2.43,LG 에너지 솔루션
2024-11-14,40.78342927,41.50985167,41.55136152,40.67965464,12460000.0,-1.94,BYD
2024-11-14,9.5808,9.536,9.7152,9.5072,18440000.0,2.5,파나소닉
2024-11-14,311.18,327.69,329.98,310.37,120730000.0,-5.77,테슬라
2024-11-14,38.05069737,39.15762674,39.43297543,38.00365287,42660000.0,-2.48,CATL
2024-11-13,293.42848392909286,300.19443198085594,302.68714968413707,293.07238140005273,345850.0,-3.51,LG 에너지 솔루션
2024-11-13,41.60426327,41.24852931,41.70946086,40.87480102,14510000.0,-0.08,BYD
2024-11-13,9.395303956256031,9.305242843357993,9.485365069154069,9.273078160180123,11950000.0,1.11,파나소닉
2024-11-13,330.24,335.85,344.6,322.5,125410000.0,0.53,테슬라
2024-11-13,39.03384317,37.23441069,39.89203405,36.92573881,55770000.0,3.29,CATL
2024-11-12,303.74164176981077,297.339593114241,308.36534357661117,295.9169156352255,636590.0,2.64,LG 에너지 솔루션
2024-11-12,37.75165929,38.4789823,39.43584071,37.46957965,74400000.0,2.06,CATL
2024-11-12,9.34346701164295,9.359637774902975,9.615135834411385,9.336998706338939,17200000.0,1.4,파나소닉
2024-11-12,41.5943031,41.50304204,42.86504425,41.38689159,24660000.0,0.51,BYD
2024-11-12,328.49,342.74,345.84,323.31,155730000.0,-6.15,테슬라
2024-11-11,41.48796074,40.89327548,41.51291257,40.56058443,18090000.0,0.47,BYD
2024-11-11,9.267451694749854,9.052761694099278,9.384555331468349,9.023485784919654,11360000.0,3.26,파나소닉
2024-11-11,297.33825085055895,310.9186036538297,311.2759813591789,296.6234954398605,962020.0,4.39,LG 에너지 솔루션
2024-11-11,37.08119048,34.9810782,37.28773618,34.79532569,49150000.0,3.88,CATL
2024-11-11,350.0,346.3,358.64,336.0,210520000.0,8.96,테슬라
2024-11-08,35.87100369,37.5649509,37.89092429,35.81528174,40290000.0,-2.02,CATL
2024-11-08,9.038196946864968,9.336303479001508,9.346131166874141,9.038196946864968,7640000.0,-1.85,파나소닉
2024-11-08,321.22,299.14,328.71,297.66,204780000.0,8.19,테슬라
2024-11-08,41.49892039,42.78331128,42.83903322,41.37354601,16670000.000000002,-1.29,BYD
2024-11-08,285.41142934903274,282.5465718398831,292.57357312190686,282.1884646512394,375540.0,3.24,LG 에너지 솔루션
2024-11-07,296.91,288.89,299.75,285.52,117310000.0,2.9,테슬라
2024-11-07,279.7324424410641,281.90652878127963,283.35591967475665,271.7607925269405,453440.0,-1.15,LG 에너지 솔루션
2024-11-07,42.25900409,41.3137848,42.27300734,41.16955134,15070000.0,0.47,BYD
2024-11-07,36.80053772,36.12838178,36.80053772,35.55144794,33570000.0,2.46,CATL
2024-11-07,9.190479304256849,8.912574380435492,9.2624076374812,8.892957562283398,14810000.0,4.23,파나소닉
2024-11-06,278.8568653774744,304.56454054671656,306.34979576680286,275.6434059813191,677190.0,-7.02,LG 에너지 솔루션
